ages,list_price,num_reviews,piece_count,play_star_rating,prod_id,review_difficulty,theme_name,val_star_rating,country
4-7,40.5971,2.0,175.0,5.0,10734.0,,Juniors,4.0,PL
4-7,34.79709999999999,3.0,94.0,4.7,10736.0,Average,Juniors,4.7,PL
4-7,31.897099999999995,1.0,125.0,5.0,10754.0,,Juniors,4.0,PL
4-7,28.9971,2.0,116.0,5.0,10743.0,Easy,Juniors,5.0,PL
4-7,26.0971,,115.0,,10749.0,,Juniors,,PL
4-7,26.0971,2.0,100.0,5.0,10746.0,Easy,Juniors,4.5,PL
4-7,26.0971,2.0,95.0,2.5,10742.0,Easy,Juniors,3.0,PL
4-7,26.0971,,115.0,,10751.0,,Juniors,,PL
4-7,26.0971,2.0,108.0,4.5,10739.0,Easy,Juniors,4.0,PL
4-7,26.0971,1.0,110.0,,10740.0,Easy,Juniors,,PL
4-7,26.0971,,131.0,,10755.0,,Juniors,,PL
4-7,20.2971,2.0,63.0,4.0,10737.0,Easy,Juniors,4.0,PL
4-7,20.2971,2.0,67.0,5.0,10738.0,Average,Juniors,5.0,PL
4-7,13.0471,2.0,67.0,5.0,10748.0,Very Easy,Juniors,4.0,PL
4-7,13.0471,,73.0,,10750.0,,Juniors,,PL
4-7,11.5971,8.0,47.0,3.9,10730.0,Very Easy,Juniors,3.9,PL
4-7,11.5971,3.0,62.0,4.3,10733.0,Easy,Juniors,5.0,PL
4-7,11.5971,1.0,75.0,5.0,10732.0,,Juniors,5.0,PL
4-7,11.5971,3.0,59.0,4.3,10731.0,Easy,Juniors,4.3,PL
4-7,66.69709999999999,,150.0,,10758.0,,Juniors,,PL
4-7,46.3971,,178.0,,10761.0,,Juniors,,PL
8-12,173.9971,3.0,1019.0,5.0,75930.0,Easy,Indoraptor Rampage at Lockwood Estate,4.3,PL
7-12,110.1971,2.0,577.0,5.0,75929.0,Average,Carnotaurus Gyrosphere Escape,4.0,PL
7-12,98.5971,,609.0,,75933.0,,T. rex Transport,,PL
6-12,69.5971,4.0,360.0,4.8,75932.0,Average,Jurassic Park Velociraptor Chase,4.3,PL
7-12,69.5971,2.0,289.0,3.0,75931.0,Easy,Dilophosaurus Outpost Attack,2.5,PL
7-12,69.5971,,397.0,,75928.0,,Blue's Helicopter Pursuit,,PL
6-12,55.0971,2.0,222.0,4.5,75927.0,Average,Stygimoloch Breakout,4.5,PL
4-7,40.5971,,85.0,,10757.0,,Juniors,,PL
2-5,40.5971,,22.0,,10880.0,,DUPLO®,,PL
6-12,34.79709999999999,2.0,126.0,4.0,75926.0,Average,Pteranodon Chase,3.5,PL
4-7,28.9971,,84.0,,10756.0,,Juniors,,PL
10+,26.0971,1.0,234.0,3.0,41614.0,Easy,BrickHeadz,5.0,PL
2-5,26.0971,1.0,24.0,,10879.0,,DUPLO®,,PL
4-7,66.69709999999999,,150.0,,10758.0,,Juniors,,PL
14+,179.7971,52.0,1363.0,3.2,76105.0,Average,Marvel Super Heroes,4.0,PL
8-14,136.2971,8.0,1004.0,4.9,76108.0,Average,Marvel Super Heroes,4.9,PL
8-14,110.1971,17.0,674.0,4.9,76107.0,Average,Marvel Super Heroes,4.2,PL
7-14,52.1971,3.0,416.0,3.7,76103.0,Average,Marvel Super Heroes,3.7,PL
7-14,49.2971,13.0,375.0,4.7,76104.0,Easy,Marvel Super Heroes,4.7,PL
6-12,34.79709999999999,10.0,223.0,4.4,76102.0,Easy,Marvel Super Heroes,4.9,PL
6-12,20.2971,13.0,124.0,4.2,76101.0,Easy,Marvel Super Heroes,4.8,PL
10+,13.0471,3.0,101.0,4.0,41604.0,Average,BrickHeadz,4.5,PL
10+,13.0471,2.0,105.0,3.0,41605.0,Easy,BrickHeadz,5.0,PL
10+,13.0471,1.0,113.0,5.0,41606.0,Easy,BrickHeadz,5.0,PL
10+,13.0471,1.0,136.0,,41607.0,,BrickHeadz,,PL
7-14,81.19709999999998,6.0,492.0,4.7,76088.0,Average,Marvel Super Heroes,4.0,PL
7-14,81.19709999999998,7.0,375.0,4.1,76078.0,Easy,Marvel Super Heroes,2.3,PL
7-14,66.69709999999999,6.0,400.0,4.8,76084.0,Easy,Marvel Super Heroes,4.5,PL
7-14,55.0971,23.0,375.0,4.4,76083.0,Average,Marvel Super Heroes,3.9,PL
7-14,49.2971,7.0,358.0,4.7,76100.0,Average,Marvel Super Heroes,4.8,PL
7-14,49.2971,10.0,377.0,4.8,76077.0,Easy,Marvel Super Heroes,4.3,PL
2-5,40.5971,,38.0,,10876.0,,DUPLO®,,PL
6-12,34.79709999999999,9.0,185.0,3.9,76082.0,Easy,Marvel Super Heroes,4.2,PL
6-12,34.79709999999999,6.0,229.0,4.4,76099.0,Easy,Marvel Super Heroes,5.0,PL
6-12,34.79709999999999,10.0,160.0,3.9,76076.0,Easy,Marvel Super Heroes,3.9,PL
4-7,31.897099999999995,1.0,125.0,5.0,10754.0,,Juniors,4.0,PL
5-12,13.0471,2.0,79.0,3.5,76091.0,Easy,Marvel Super Heroes,3.0,PL
5-12,13.0471,,86.0,,76090.0,,Marvel Super Heroes,,PL
5-12,13.0471,,89.0,,76089.0,,Marvel Super Heroes,,PL
10+,478.4971,38.0,601.0,4.4,31313.0,Challenging,MINDSTORMS®,3.7,PL
10-21,304.4971,1.0,1.0,5.0,45500.0,Average,MINDSTORMS®,3.0,PL
10-21,144.9971,6.0,1.0,4.0,45501.0,Very Easy,MINDSTORMS®,3.0,PL
10-21,57.9971,,1.0,,45505.0,,MINDSTORMS®,,PL
10+,57.9971,4.0,1.0,3.0,45504.0,Challenging,MINDSTORMS®,4.0,PL
10-21,57.9971,1.0,1.0,5.0,45506.0,Very Easy,MINDSTORMS®,5.0,PL
10-21,57.9971,,1.0,,45509.0,,MINDSTORMS®,,PL
10+,57.9971,3.0,1.0,5.0,45508.0,Average,MINDSTORMS®,3.3,PL
10-21,49.2971,2.0,1.0,5.0,45502.0,,MINDSTORMS®,5.0,PL
8+,37.6971,2.0,1.0,5.0,45517.0,Very Easy,MINDSTORMS®,2.5,PL
10-21,37.6971,1.0,1.0,5.0,45503.0,Easy,MINDSTORMS®,,PL
10-21,31.897099999999995,,1.0,,45507.0,,MINDSTORMS®,,PL
10-21,26.0971,,7.0,,45514.0,,MINDSTORMS®,,PL
12+,345.1,11.0,2863.0,4.3,21137.0,Challenging,Minecraft™,4.2,PL
8+,159.4971,2.0,1122.0,5.0,21136.0,Easy,Minecraft™,4.0,PL
8+,121.7971,7.0,729.0,4.0,21134.0,Average,Minecraft™,3.7,PL
8+,95.6971,1.0,717.0,5.0,21135.0,Challenging,Minecraft™,5.0,PL
8+,81.19709999999998,4.0,549.0,4.7,21144.0,Easy,Minecraft™,4.3,PL
8+,66.69709999999999,1.0,470.0,5.0,21143.0,Average,Minecraft™,5.0,PL
8+,52.1971,,278.0,,21142.0,,Minecraft™,,PL
8+,52.1971,6.0,387.0,4.2,21130.0,Easy,Minecraft™,4.2,PL
7-14,28.9971,4.0,198.0,4.5,21140.0,Average,Minecraft™,5.0,PL
7-14,28.9971,2.0,241.0,5.0,21141.0,Average,Minecraft™,4.5,PL
8+,26.0971,16.0,208.0,4.4,21123.0,Easy,Minecraft™,4.4,PL
8+,26.0971,5.0,247.0,5.0,21129.0,Average,Minecraft™,4.8,PL
6-14,20.2971,,84.0,,21139.0,,Minecraft™,,PL
6-14,20.2971,4.0,69.0,5.0,21138.0,Easy,Minecraft™,2.7,PL
5-12,52.1971,10.0,169.0,4.3,60153.0,Very Easy,City,3.6,PL
5+,4.93,13.0,8.0,4.3,71020.0,Very Easy,Minifigures,4.0,PL
5+,4.93,16.0,7.0,4.5,71021.0,Very Easy,Minifigures,4.2,PL
9-14,173.9971,5.0,1426.0,2.0,70357.0,Challenging,NEXO KNIGHTS™,1.8,PL
8-14,81.19709999999998,3.0,604.0,4.3,72006.0,Challenging,NEXO KNIGHTS™,4.0,PL
8-14,66.69709999999999,,569.0,,72005.0,,NEXO KNIGHTS™,,PL
8-14,52.1971,3.0,506.0,5.0,72004.0,Average,NEXO KNIGHTS™,5.0,PL
8-14,40.5971,,369.0,,72003.0,,NEXO KNIGHTS™,,PL
7-14,26.0971,1.0,191.0,4.0,72002.0,Easy,NEXO KNIGHTS™,3.0,PL
7-14,26.0971,,217.0,,72001.0,,NEXO KNIGHTS™,,PL
16+,391.5,88.0,4867.0,4.8,70620.0,Challenging,THE LEGO® NINJAGO® MOVIE™,4.8,PL
9-14,226.1971,52.0,2295.0,4.7,70618.0,Challenging,THE LEGO® NINJAGO® MOVIE™,4.8,PL
9-14,130.4971,15.0,1403.0,4.5,70617.0,Average,THE LEGO® NINJAGO® MOVIE™,4.8,PL
9-14,101.4971,9.0,830.0,4.6,70656.0,Average,THE LEGO® NINJAGO® MOVIE™,4.8,PL
9-14,101.4971,6.0,914.0,4.8,70616.0,Average,THE LEGO® NINJAGO® MOVIE™,4.7,PL
9-14,101.4971,11.0,1202.0,4.7,70632.0,Average,THE LEGO® NINJAGO® MOVIE™,4.4,PL
8-14,89.8971,6.0,765.0,3.8,70643.0,Average,NINJAGO®,4.2,PL
9-14,86.9971,19.0,944.0,3.6,70615.0,Average,THE LEGO® NINJAGO® MOVIE™,4.6,PL
8-14,72.4971,8.0,747.0,4.3,70613.0,Average,THE LEGO® NINJAGO® MOVIE™,4.5,PL
9-14,72.4971,8.0,876.0,4.7,70614.0,Average,THE LEGO® NINJAGO® MOVIE™,4.6,PL
8-14,66.69709999999999,2.0,556.0,4.5,70642.0,Average,NINJAGO®,4.5,PL
8-14,66.69709999999999,7.0,521.0,4.7,70631.0,Average,THE LEGO® NINJAGO® MOVIE™,5.0,PL
8-14,66.69709999999999,29.0,544.0,4.6,70612.0,Average,THE LEGO® NINJAGO® MOVIE™,4.5,PL
8-14,55.0971,,530.0,,70640.0,,NINJAGO®,,PL
8-14,52.1971,21.0,494.0,4.6,70611.0,Average,THE LEGO® NINJAGO® MOVIE™,4.8,PL
9-14,52.1971,4.0,552.0,4.3,70641.0,Challenging,NINJAGO®,4.3,PL
7-14,40.5971,3.0,308.0,5.0,70639.0,Average,NINJAGO®,4.3,PL
7-14,40.5971,10.0,312.0,3.5,70608.0,Easy,THE LEGO® NINJAGO® MOVIE™,3.6,PL
8-14,40.5971,8.0,341.0,4.2,70610.0,Average,THE LEGO® NINJAGO® MOVIE™,4.5,PL
7-14,40.5971,6.0,341.0,4.4,70609.0,Easy,THE LEGO® NINJAGO® MOVIE™,4.2,PL
7-14,26.0971,3.0,257.0,5.0,70638.0,Average,NINJAGO®,5.0,PL
7-14,26.0971,8.0,217.0,4.1,70629.0,Easy,THE LEGO® NINJAGO® MOVIE™,4.1,PL
7-14,26.0971,18.0,233.0,4.6,70607.0,Easy,THE LEGO® NINJAGO® MOVIE™,4.5,PL
4-7,26.0971,,131.0,,10755.0,,Juniors,,PL
6-14,13.0471,1.0,48.0,5.0,70628.0,Very Easy,THE LEGO® NINJAGO® MOVIE™,5.0,PL
6-14,13.0471,,61.0,,70633.0,,NINJAGO®,,PL
6-14,13.0471,1.0,68.0,4.0,70635.0,Very Easy,NINJAGO®,3.0,PL
6-14,13.0471,2.0,73.0,5.0,70637.0,Easy,NINJAGO®,3.5,PL
6-14,13.0471,,69.0,,70636.0,,NINJAGO®,,PL
6-14,13.0471,,69.0,,70634.0,,NINJAGO®,,PL
6-14,12.4671,11.0,109.0,4.5,70606.0,Easy,THE LEGO® NINJAGO® MOVIE™,4.8,PL
14+,260.9971,61.0,2028.0,4.6,70751.0,Challenging,NINJAGO®,4.3,PL
6+,869.9999999999999,7.0,2631.0,4.7,2000430.0,Easy,SERIOUS PLAY®,3.6,PL
6+,725.0,8.0,2455.0,3.7,2000431.0,Average,SERIOUS PLAY®,2.9,PL
6+,435.0,2.0,4900.0,5.0,2000409.0,Easy,SERIOUS PLAY®,5.0,PL
6+,28.9971,10.0,219.0,3.9,2000414.0,Easy,SERIOUS PLAY®,3.3,PL
8-14,136.2971,2.0,841.0,5.0,75889.0,Average,Speed Champions,4.5,PL
7-14,55.0971,4.0,391.0,5.0,75888.0,Average,Speed Champions,4.8,PL
7-14,20.2971,9.0,183.0,4.8,75884.0,Easy,Speed Champions,4.8,PL
7-14,20.2971,3.0,179.0,5.0,75886.0,Easy,Speed Champions,5.0,PL
7-14,20.2971,13.0,203.0,4.5,75885.0,Average,Speed Champions,4.5,PL
7-14,20.2971,3.0,163.0,5.0,75887.0,Easy,Speed Champions,5.0,PL
8-14,136.2971,8.0,941.0,4.6,75883.0,Average,Speed Champions,4.3,PL
7-14,46.3971,12.0,366.0,4.5,75881.0,Easy,Speed Champions,4.4,PL
7-14,20.2971,12.0,196.0,4.5,75877.0,Easy,Speed Champions,4.4,PL
7-14,20.2971,10.0,161.0,4.7,75880.0,Easy,Speed Champions,4.7,PL
7-14,20.2971,11.0,184.0,4.8,75879.0,Easy,Speed Champions,4.7,PL
7-14,20.2971,19.0,181.0,4.7,75878.0,Easy,Speed Champions,4.8,PL
9-14,231.9971,4.0,1413.0,4.0,75212.0,Average,Star Wars™,3.8,PL
8-12,66.69709999999999,2.0,464.0,4.0,75210.0,Easy,Star Wars™,3.5,PL
7-12,37.6971,7.0,229.0,4.4,75208.0,Easy,Star Wars™,4.3,PL
7-12,37.6971,4.0,345.0,4.5,75209.0,Easy,Star Wars™,4.3,PL
7-14,37.6971,3.0,101.0,3.5,75536.0,Easy,Star Wars™,4.3,PL
8-14,37.6971,,104.0,,75537.0,,Star Wars™,,PL
8-14,37.6971,,101.0,,75535.0,,Star Wars™,,PL
6-12,17.3971,5.0,99.0,4.5,75207.0,Very Easy,Star Wars™,4.3,PL
10+,13.0471,1.0,149.0,2.0,41609.0,Very Easy,BrickHeadz,4.0,PL
10+,13.0471,1.0,141.0,2.0,41608.0,Very Easy,BrickHeadz,4.0,PL
14+,667.0,84.0,4016.0,4.5,75159.0,Challenging,Star Wars™,3.5,PL
14+,260.9971,201.0,1996.0,3.9,75060.0,Challenging,Star Wars™,4.5,PL
14+,260.9971,87.0,1703.0,3.3,75144.0,Challenging,Star Wars™,4.1,PL
9-14,202.9971,31.0,1416.0,4.6,75190.0,Average,Star Wars™,4.4,PL
9-14,188.4971,34.0,1376.0,4.0,75189.0,Challenging,Star Wars™,3.8,PL
9-14,144.9971,15.0,825.0,4.7,75191.0,Average,Star Wars™,4.3,PL
9-14,144.9971,23.0,780.0,4.7,75188.0,Average,Star Wars™,4.0,PL
9-14,133.3971,39.0,863.0,4.2,75156.0,Average,Star Wars™,4.4,PL
10-16,130.4971,79.0,1106.0,4.6,75187.0,Average,Star Wars™,4.6,PL
8-14,115.9971,5.0,775.0,4.8,75186.0,Challenging,Star Wars™,4.4,PL
8-14,115.9971,3.0,836.0,5.0,75180.0,Average,Star Wars™,3.7,PL
8-14,113.0971,71.0,717.0,4.7,75102.0,Average,Star Wars™,4.1,PL
9-14,110.1971,4.0,746.0,4.5,75202.0,Easy,Star Wars™,4.0,PL
8-14,104.3971,22.0,630.0,4.5,75179.0,Average,Star Wars™,3.9,PL
8-14,104.3971,56.0,659.0,4.6,75155.0,Average,Star Wars™,3.9,PL
8-14,92.7971,6.0,557.0,4.2,75185.0,Challenging,Star Wars™,4.4,PL
8-14,86.9971,51.0,691.0,4.8,75172.0,Average,Star Wars™,4.4,PL
8-14,81.19709999999998,37.0,370.0,2.2,75201.0,Easy,Star Wars™,1.8,PL
9-14,78.2971,9.0,554.0,3.9,75177.0,Challenging,Star Wars™,3.8,PL
8-14,78.2971,12.0,457.0,4.4,75178.0,Easy,Star Wars™,3.6,PL
10-14,72.4971,11.0,452.0,4.2,75532.0,Challenging,Star Wars™,4.4,PL
8-14,52.1971,14.0,294.0,4.6,75176.0,Easy,Star Wars™,3.7,PL
8-14,43.4971,5.0,179.0,4.3,75530.0,Average,Star Wars™,3.4,PL
7-12,37.6971,25.0,241.0,4.1,75200.0,Easy,Star Wars™,4.1,PL
8-14,37.6971,4.0,144.0,4.8,75533.0,Average,Star Wars™,4.0,PL
8-12,37.6971,37.0,262.0,4.3,75168.0,Easy,Star Wars™,4.3,PL
7-12,37.6971,19.0,157.0,3.4,75199.0,Easy,Star Wars™,1.9,PL
8-14,37.6971,27.0,305.0,4.6,75182.0,Easy,Star Wars™,4.4,PL
8-14,28.9971,7.0,92.0,4.1,75529.0,Easy,Star Wars™,3.9,PL
8-14,28.9971,12.0,86.0,4.4,75117.0,Easy,Star Wars™,4.4,PL
8-14,28.9971,3.0,85.0,4.7,75528.0,Easy,Star Wars™,4.7,PL
7-14,28.9971,3.0,100.0,3.3,75531.0,Very Easy,Star Wars™,4.0,PL
6-12,26.0971,4.0,216.0,4.5,75195.0,Easy,Star Wars™,4.5,PL
8-14,26.0971,1.0,94.0,4.0,75526.0,Easy,Star Wars™,4.0,PL
6-12,17.3971,15.0,108.0,3.8,75197.0,Very Easy,Star Wars™,3.9,PL
6-12,17.3971,40.0,125.0,4.5,75167.0,Very Easy,Star Wars™,4.8,PL
10+,13.0471,5.0,130.0,4.3,41603.0,Easy,BrickHeadz,4.8,PL
10+,13.0471,3.0,119.0,4.5,41602.0,Easy,BrickHeadz,4.5,PL
6-12,12.4671,3.0,91.0,4.7,75194.0,Easy,Star Wars™,4.0,PL
6-12,12.4671,6.0,109.0,4.8,75160.0,Easy,Star Wars™,4.8,PL
6-12,12.4671,4.0,88.0,4.3,75161.0,Easy,Star Wars™,4.5,PL
9-14,95.6971,7.0,519.0,5.0,75211.0,Average,Star Wars™,3.7,PL
6-12,17.3971,5.0,102.0,4.2,75206.0,Very Easy,Star Wars™,4.2,PL
8-14,66.69709999999999,14.0,376.0,4.0,75205.0,Easy,Star Wars™,3.3,PL
7-12,52.1971,13.0,278.0,4.9,75204.0,Easy,Star Wars™,4.2,PL
7-12,40.5971,27.0,149.0,4.3,75173.0,Easy,Star Wars™,4.3,PL
7-12,37.6971,38.0,282.0,4.5,75183.0,Easy,Star Wars™,4.7,PL
7-12,37.6971,32.0,208.0,4.4,75169.0,Easy,Star Wars™,4.4,PL
6-12,26.0971,3.0,188.0,4.0,75196.0,Easy,Star Wars™,4.0,PL
6-12,17.3971,14.0,97.0,4.2,75198.0,Easy,Star Wars™,4.1,PL
6-12,12.4671,9.0,92.0,4.7,75193.0,Easy,Star Wars™,4.7,PL
14+,275.4971,1.0,1966.0,5.0,75181.0,Very Challenging,Star Wars™,5.0,PL
16+,1015.0,198.0,7541.0,4.0,75192.0,Challenging,Star Wars™,4.4,PL
6-12,17.3971,25.0,117.0,4.3,75166.0,Very Easy,Star Wars™,4.3,PL
16+,391.5,143.0,2704.0,4.2,42056.0,Challenging,Technic,4.3,PL
11-16,345.1,45.0,1862.0,3.7,42070.0,Challenging,Technic,2.9,PL
12-16,304.21,75.0,3929.0,3.9,42055.0,Challenging,Technic,4.6,PL
11-16,202.9971,22.0,2595.0,4.5,42078.0,Average,Technic,4.7,PL
10-16,165.2971,7.0,1151.0,4.0,42066.0,Challenging,Technic,4.7,PL
10-16,115.9971,12.0,1098.0,4.0,42068.0,Average,Technic,4.6,PL
9-16,104.3971,28.0,370.0,4.6,42065.0,Easy,Technic,4.2,PL
9-16,98.5971,5.0,1020.0,3.8,42076.0,Average,Technic,4.2,PL
8-14,66.69709999999999,8.0,631.0,4.7,42062.0,Easy,Technic,4.3,PL
10-16,63.7971,12.0,603.0,4.2,42063.0,Average,Technic,4.4,PL
9-16,52.1971,1.0,513.0,5.0,42075.0,Easy,Technic,4.0,PL
9-16,49.2971,57.0,10.0,4.6,8293.0,Easy,Power Functions,3.9,PL
8-14,40.5971,5.0,330.0,4.0,42074.0,Average,Technic,4.2,PL
7-14,26.0971,1.0,135.0,5.0,42072.0,,Technic,5.0,PL
7-14,26.0971,2.0,139.0,4.5,42073.0,Easy,Technic,3.5,PL
7-14,26.0971,7.0,142.0,4.4,42059.0,Easy,Technic,4.6,PL
8-14,26.0971,10.0,365.0,4.6,42060.0,Easy,Technic,4.6,PL
7-14,26.0971,2.0,140.0,4.5,42058.0,Easy,Technic,4.0,PL
8-14,20.2971,9.0,199.0,4.3,42057.0,Easy,Technic,4.8,PL
8-14,20.2971,2.0,171.0,5.0,42071.0,Challenging,Technic,5.0,PL
7-14,13.0471,2.0,176.0,4.5,42084.0,Easy,Technic,4.5,PL
14+,348.0,19.0,3444.0,4.9,70922.0,Challenging,THE LEGO® BATMAN MOVIE,4.9,PL
12-16,202.9971,20.0,1628.0,3.5,70912.0,Average,THE LEGO® BATMAN MOVIE,3.3,PL
10-16,173.9971,18.0,1456.0,4.6,70917.0,Average,THE LEGO® BATMAN MOVIE,4.6,PL
8-14,130.4971,23.0,1047.0,4.7,70909.0,Average,THE LEGO® BATMAN MOVIE,4.3,PL
9-14,118.8971,4.0,1053.0,4.0,70916.0,Average,THE LEGO® BATMAN MOVIE,3.8,PL
8-14,75.3971,20.0,581.0,4.6,70905.0,Average,THE LEGO® BATMAN MOVIE,4.3,PL
8-14,66.69709999999999,19.0,433.0,4.4,70906.0,Average,THE LEGO® BATMAN MOVIE,4.2,PL
7-14,66.69709999999999,5.0,425.0,3.2,70921.0,Average,THE LEGO® BATMAN MOVIE,2.6,PL
8-14,66.69709999999999,6.0,366.0,3.7,70914.0,Average,THE LEGO® BATMAN MOVIE,3.0,PL
7-14,46.3971,5.0,267.0,3.6,70919.0,Easy,THE LEGO® BATMAN MOVIE,3.4,PL
7-14,46.3971,11.0,293.0,4.9,70920.0,Average,THE LEGO® BATMAN MOVIE,4.6,PL
8-14,43.4971,24.0,305.0,4.5,70911.0,Easy,THE LEGO® BATMAN MOVIE,4.4,PL
7-14,43.4971,18.0,254.0,4.2,70903.0,Easy,THE LEGO® BATMAN MOVIE,4.4,PL
7-14,34.79709999999999,2.0,198.0,4.0,70918.0,,THE LEGO® BATMAN MOVIE,4.0,PL
7-14,31.897099999999995,8.0,204.0,4.1,70910.0,Average,THE LEGO® BATMAN MOVIE,4.1,PL
7-14,31.897099999999995,19.0,201.0,4.1,70901.0,Easy,THE LEGO® BATMAN MOVIE,4.4,PL
6-12,20.2971,7.0,141.0,4.0,70913.0,Easy,THE LEGO® BATMAN MOVIE,4.4,PL
6-12,20.2971,18.0,124.0,4.5,70900.0,Easy,THE LEGO® BATMAN MOVIE,4.6,PL
5+,4.93,13.0,8.0,4.3,71020.0,Very Easy,Minifigures,4.0,PL
8-14,110.1971,9.0,643.0,4.4,70923.0,Average,THE LEGO® BATMAN MOVIE,3.5,PL
16+,391.5,88.0,4867.0,4.8,70620.0,Challenging,THE LEGO® NINJAGO® MOVIE™,4.8,PL
9-14,226.1971,52.0,2295.0,4.7,70618.0,Challenging,THE LEGO® NINJAGO® MOVIE™,4.8,PL
9-14,130.4971,15.0,1403.0,4.5,70617.0,Average,THE LEGO® NINJAGO® MOVIE™,4.8,PL
9-14,101.4971,9.0,830.0,4.6,70656.0,Average,THE LEGO® NINJAGO® MOVIE™,4.8,PL
9-14,101.4971,6.0,914.0,4.8,70616.0,Average,THE LEGO® NINJAGO® MOVIE™,4.7,PL
9-14,101.4971,11.0,1202.0,4.7,70632.0,Average,THE LEGO® NINJAGO® MOVIE™,4.4,PL
9-14,86.9971,19.0,944.0,3.6,70615.0,Average,THE LEGO® NINJAGO® MOVIE™,4.6,PL
8-14,72.4971,8.0,747.0,4.3,70613.0,Average,THE LEGO® NINJAGO® MOVIE™,4.5,PL
9-14,72.4971,8.0,876.0,4.7,70614.0,Average,THE LEGO® NINJAGO® MOVIE™,4.6,PL
8-14,66.69709999999999,7.0,521.0,4.7,70631.0,Average,THE LEGO® NINJAGO® MOVIE™,5.0,PL
8-14,66.69709999999999,29.0,544.0,4.6,70612.0,Average,THE LEGO® NINJAGO® MOVIE™,4.5,PL
8-14,52.1971,21.0,494.0,4.6,70611.0,Average,THE LEGO® NINJAGO® MOVIE™,4.8,PL
7-14,40.5971,10.0,312.0,3.5,70608.0,Easy,THE LEGO® NINJAGO® MOVIE™,3.6,PL
8-14,40.5971,8.0,341.0,4.2,70610.0,Average,THE LEGO® NINJAGO® MOVIE™,4.5,PL
7-14,40.5971,6.0,341.0,4.4,70609.0,Easy,THE LEGO® NINJAGO® MOVIE™,4.2,PL
7-14,26.0971,8.0,217.0,4.1,70629.0,Easy,THE LEGO® NINJAGO® MOVIE™,4.1,PL
7-14,26.0971,18.0,233.0,4.6,70607.0,Easy,THE LEGO® NINJAGO® MOVIE™,4.5,PL
6-14,13.0471,,48.0,,70628.0,,THE LEGO® NINJAGO® MOVIE™,,PL
12+,121.9878,23.0,1032.0,3.6,21030.0,Average,Architecture,4.3,PT
12+,97.5878,14.0,744.0,3.2,21035.0,Challenging,Architecture,4.1,PT
12+,81.72779999999999,7.0,597.0,3.7,21039.0,Average,Architecture,4.4,PT
12+,67.0878,37.0,598.0,3.7,21028.0,Average,Architecture,4.1,PT
12+,60.9878,24.0,780.0,4.4,21029.0,Average,Architecture,4.3,PT
12+,54.8878,23.0,468.0,3.6,21034.0,Average,Architecture,4.1,PT
12+,54.8878,11.0,444.0,3.6,21033.0,Average,Architecture,4.5,PT
12+,48.7878,14.0,386.0,4.1,21036.0,Average,Architecture,3.6,PT
12+,42.6878,53.0,321.0,3.2,21019.0,Average,Architecture,4.4,PT
12+,40.2478,7.0,361.0,4.2,21032.0,Easy,Architecture,4.2,PT
10+,36.5878,14.0,708.0,4.5,41597.0,Average,BrickHeadz,4.9,PT
10+,24.3878,2.0,234.0,3.0,41614.0,Easy,BrickHeadz,4.0,PT
10+,24.3878,1.0,160.0,5.0,41613.0,Very Easy,BrickHeadz,5.0,PT
10+,12.1878,1.0,149.0,2.0,41609.0,Very Easy,BrickHeadz,4.0,PT
10+,12.1878,1.0,141.0,2.0,41608.0,Very Easy,BrickHeadz,4.0,PT
10+,12.1878,3.0,101.0,4.0,41604.0,Average,BrickHeadz,4.5,PT
10+,12.1878,2.0,105.0,3.0,41605.0,Easy,BrickHeadz,5.0,PT
10+,12.1878,1.0,113.0,5.0,41606.0,Easy,BrickHeadz,5.0,PT
10+,12.1878,1.0,136.0,,41607.0,,BrickHeadz,,PT
10+,12.1878,5.0,143.0,4.6,41599.0,Easy,BrickHeadz,5.0,PT
10+,12.1878,3.0,122.0,2.7,41598.0,Very Easy,BrickHeadz,3.0,PT
10+,12.1878,5.0,130.0,4.3,41603.0,Easy,BrickHeadz,4.8,PT
10+,12.1878,7.0,140.0,3.2,40270.0,Easy,BrickHeadz,4.7,PT
10+,12.1878,3.0,119.0,4.5,41602.0,Easy,BrickHeadz,4.5,PT
10+,12.1878,2.0,108.0,3.5,41601.0,Easy,BrickHeadz,4.0,PT
10+,12.1878,1.0,135.0,1.0,41600.0,Very Easy,BrickHeadz,3.0,PT
10+,24.3878,1.0,240.0,3.0,41611.0,Easy,BrickHeadz,5.0,PT
10+,24.3878,,209.0,,41610.0,,BrickHeadz,,PT
10+,12.1878,4.0,126.0,2.0,40271.0,Easy,BrickHeadz,4.5,PT
5-12,12.1878,2.0,87.0,4.5,60177.0,Easy,City,5.0,PT
6-12,231.7878,36.0,888.0,4.7,60052.0,Average,City,3.8,PT
8-12,181.7678,1.0,1250.0,5.0,60162.0,Average,City,4.0,PT
6-12,158.58780000000004,45.0,610.0,4.4,60051.0,Average,City,4.0,PT
6-12,134.18779999999998,10.0,894.0,4.2,60141.0,Easy,City,4.0,PT
6-12,128.0878,3.0,792.0,3.3,60167.0,Average,City,3.3,PT
6-12,121.9878,16.0,919.0,4.5,60110.0,Average,City,4.6,PT
8-12,121.9878,6.0,813.0,4.5,60161.0,Average,City,4.0,PT
7-12,121.9878,1.0,883.0,5.0,60188.0,,City,5.0,PT
6-12,109.7878,8.0,663.0,4.4,60174.0,Average,City,4.0,PT
